Food Name,State,Type,Allergic Ingredients,Total Calories,Total Carbs,Total Fats,Total Protein,Total Sugar,Total Sodium,Vitamin Content,Morning,Afternoon,Night
Chicken Skewers with Vegetables,Arunachal Pradesh,non-veg,none,300,15,20.0,25,4,600,Vitamin B,No,Yes,Yes
Pork with Eggplant,Arunachal Pradesh,non-veg,none,350,25,20.0,25,4,700,Vitamin B,No,Yes,Yes
Spicy Vegetable Noodles,Arunachal Pradesh,veg,gluten,350,50,10.0,15,7,800,"Vitamin A, C",No,Yes,Yes
Chicken and Mushroom Soup,Arunachal Pradesh,non-veg,none,250,20,5.0,20,3,400,Vitamin B,No,Yes,Yes
Pork with Peppers,Arunachal Pradesh,non-veg,none,350,25,20.0,25,6,700,Vitamin B,No,Yes,Yes
Vegetable Korma with Rice,Arunachal Pradesh,veg,dairy,400,50,15.0,12,5,800,"Vitamin A, C",No,Yes,Yes
Chicken and Spinach Curry,Arunachal Pradesh,non-veg,none,350,30,20.0,25,5,700,Vitamin B,No,Yes,Yes
Pork with Sweet Potatoes,Arunachal Pradesh,non-veg,none,350,25,20.0,25,6,700,Vitamin B,No,Yes,Yes
Vegetable Biryani with Cucumber Raita,Arunachal Pradesh,veg,dairy,400,50,15.0,12,5,800,"Vitamin A, C",No,Yes,Yes
Chicken Curry with Spinach,Arunachal Pradesh,non-veg,none,400,35,25.0,30,6,800,Vitamin B,No,Yes,Yes
Pork with Green Beans and Carrots,Arunachal Pradesh,non-veg,none,350,25,20.0,25,4,700,Vitamin B,No,Yes,Yes
Vegetable Pakoras with Tomato Chutney,Arunachal Pradesh,veg,gluten,250,35,12.0,6,4,600,"Vitamin A, C",No,Yes,Yes
Chicken and Vegetable Stir Fry,Arunachal Pradesh,non-veg,none,300,25,15.0,25,4,600,Vitamin B,No,Yes,Yes
Pork with Mushrooms,Arunachal Pradesh,non-veg,none,350,25,20.0,25,4,700,Vitamin B,No,Yes,Yes
Spicy Vegetable Stew,Arunachal Pradesh,veg,none,200,25,5.0,8,4,300,"Vitamin A, C",No,Yes,Yes
Chicken Soup with Vegetables,Arunachal Pradesh,non-veg,none,250,20,5.0,20,3,400,Vitamin B,No,Yes,Yes
Pork with Spinach and Carrots,Arunachal Pradesh,non-veg,none,350,25,20.0,25,6,700,Vitamin B,No,Yes,Yes
Vegetable Rice with Lentils,Arunachal Pradesh,veg,gluten,350,50,10.0,15,6,800,"Vitamin A, C",No,Yes,Yes
Chicken and Beans Soup,Arunachal Pradesh,non-veg,none,250,20,5.0,20,3,400,Vitamin B,No,Yes,Yes
Pork Curry with Eggplant,Arunachal Pradesh,non-veg,none,400,30,25.0,30,6,800,Vitamin B,No,Yes,Yes
Vegetable Fritters with Yogurt Dip,Arunachal Pradesh,veg,gluten,250,30,10.0,5,2,500,"Vitamin A, C",No,Yes,Yes
Chicken and Vegetable Skewers,Arunachal Pradesh,non-veg,none,300,15,20.0,25,4,600,Vitamin B,No,Yes,Yes
Pork with Sweet Corn,Arunachal Pradesh,non-veg,none,350,25,20.0,25,6,700,Vitamin B,No,Yes,Yes
Spicy Vegetable Biryani with Raita,Arunachal Pradesh,veg,dairy,400,50,15.0,12,6,800,"Vitamin A, C",No,Yes,Yes
Chicken Curry with Mushrooms,Arunachal Pradesh,non-veg,none,350,30,20.0,25,5,700,Vitamin B,No,Yes,Yes
Pork with Green Beans and Tomatoes,Arunachal Pradesh,non-veg,none,350,25,20.0,25,6,700,Vitamin B,No,Yes,Yes
Vegetable Pakoras with Mint Raita,Arunachal Pradesh,veg,gluten,250,35,12.0,6,4,600,"Vitamin A, C",No,Yes,Yes
Pork with Eggplant and Mushrooms,Arunachal Pradesh,non-veg,none,350,25,20.0,25,4,700,Vitamin B,No,Yes,Yes
Vegetable Noodles with Peppers,Arunachal Pradesh,veg,gluten,350,50,10.0,15,7,800,"Vitamin A, C",No,Yes,Yes
Chicken Soup with Spinach,Arunachal Pradesh,non-veg,none,250,20,5.0,20,3,400,Vitamin B,No,Yes,Yes
Pork with Pumpkin and Carrots,Arunachal Pradesh,non-veg,none,350,25,20.0,25,6,700,Vitamin B,No,Yes,Yes
Vegetable Korma with Naan,Arunachal Pradesh,veg,dairy,400,50,15.0,12,6,800,"Vitamin A, C",No,Yes,Yes
Chicken and Carrots Stir Fry,Arunachal Pradesh,non-veg,none,300,20,15.0,25,4,600,Vitamin B,No,Yes,Yes
Pork with Eggplant and Beans,Arunachal Pradesh,non-veg,none,350,25,20.0,25,4,700,Vitamin B,No,Yes,Yes
Vegetable Pakoras with Yogurt,Arunachal Pradesh,veg,gluten,250,35,12.0,6,4,600,"Vitamin A, C",No,Yes,Yes
Chicken Skewers with Rice,Arunachal Pradesh,non-veg,none,300,15,20.0,25,4,600,Vitamin B,No,Yes,Yes
Pork with Peppers and Carrots,Arunachal Pradesh,non-veg,none,350,25,20.0,25,6,700,Vitamin B,No,Yes,Yes
Vegetable Curry with Barley,Arunachal Pradesh,veg,gluten,250,30,5.0,8,4,500,"Vitamin A, C",No,Yes,Yes
Chicken and Spinach Stew,Arunachal Pradesh,non-veg,none,350,30,20.0,25,5,700,Vitamin B,No,Yes,Yes
Pork with Pumpkin and Beans,Arunachal Pradesh,non-veg,none,350,25,20.0,25,6,700,Vitamin B,No,Yes,Yes
Vegetable Fritters with Spinach,Arunachal Pradesh,veg,gluten,250,30,10.0,5,2,500,"Vitamin A, C",No,Yes,Yes
Chicken and Vegetable Noodles,Arunachal Pradesh,non-veg,gluten,350,50,15.0,30,6,800,Vitamin B,No,Yes,Yes
Pork with Sweet Potatoes and Beans,Arunachal Pradesh,non-veg,none,350,25,20.0,25,6,700,Vitamin B,No,Yes,Yes
Vegetable Soup with Eggplant,Arunachal Pradesh,veg,none,250,30,5.0,8,4,500,"Vitamin A, C",No,Yes,Yes
Chicken with Beans and Carrots,Arunachal Pradesh,non-veg,none,300,20,15.0,25,4,600,Vitamin B,No,Yes,Yes
Pork with Eggplant and Peppers,Arunachal Pradesh,non-veg,none,350,25,20.0,25,4,700,Vitamin B,No,Yes,Yes
Vegetable Pakoras with Yogurt Dip,Arunachal Pradesh,veg,gluten,250,35,12.0,6,4,600,"Vitamin A, C",No,Yes,Yes
Chicken Skewers with Rice and Vegetables,Arunachal Pradesh,non-veg,none,300,15,20.0,25,4,600,Vitamin B,No,Yes,Yes
Pork with Sweet Corn and Peppers,Arunachal Pradesh,non-veg,none,350,25,20.0,25,6,700,Vitamin B,No,Yes,Yes
Spicy Vegetable Biryani with Yogurt,Arunachal Pradesh,veg,dairy,400,50,15.0,12,6,800,"Vitamin A, C",No,Yes,Yes
Chicken Curry with Mushrooms and Beans,Arunachal Pradesh,non-veg,none,350,30,20.0,25,5,700,Vitamin B,No,Yes,Yes
Pork with Spinach and Sweet Potatoes,Arunachal Pradesh,non-veg,none,350,25,20.0,25,6,700,Vitamin B,No,Yes,Yes
Vegetable Korma with Barley,Arunachal Pradesh,veg,dairy,400,50,15.0,12,6,800,"Vitamin A, C",No,Yes,Yes
Chicken and Carrots Soup,Arunachal Pradesh,non-veg,none,250,20,5.0,20,3,400,Vitamin B,No,Yes,Yes
Pork with Eggplant and Sweet Potatoes,Arunachal Pradesh,non-veg,none,350,25,20.0,25,6,700,Vitamin B,No,Yes,Yes
Vegetable Soup with Lentils,Arunachal Pradesh,veg,gluten,250,30,5.0,8,4,500,"Vitamin A, C",No,Yes,Yes
Chicken and Beans Stew,Arunachal Pradesh,non-veg,none,350,25,20.0,25,5,700,Vitamin B,No,Yes,Yes
Pork with Sweet Corn and Beans,Arunachal Pradesh,non-veg,none,350,25,20.0,25,6,700,Vitamin B,No,Yes,Yes
Vegetable Curry with Beans,Arunachal Pradesh,veg,gluten,250,30,5.0,8,4,500,"Vitamin A, C",No,Yes,Yes
Chicken and Vegetable Biryani with Raita,Arunachal Pradesh,non-veg,dairy,450,50,15.0,30,6,800,Vitamin B,No,Yes,Yes
Pork with Pumpkin and Green Beans,Arunachal Pradesh,non-veg,none,350,25,20.0,25,6,700,Vitamin B,No,Yes,Yes
Vegetable Pakoras with Yogurt Dip,Arunachal Pradesh,veg,gluten,250,30,10.0,5,4,500,"Vitamin A, C",No,Yes,Yes
Chicken Skewers with Vegetables and Rice,Arunachal Pradesh,non-veg,none,300,15,20.0,25,4,600,Vitamin B,No,Yes,Yes
Pork with Peppers and Sweet Corn,Arunachal Pradesh,non-veg,none,350,25,20.0,25,6,700,Vitamin B,No,Yes,Yes
Spicy Vegetable Biryani with Yogurt Dip,Arunachal Pradesh,veg,dairy,400,50,15.0,12,6,800,"Vitamin A, C",No,Yes,Yes
Pulihora,Andhra Pradesh,Veg,Nuts,300,50,12.0,6,4,800,Vitamin C,No,Yes,Yes
Biryani,Andhra Pradesh,Non-Veg,"Nuts, Dairy",600,70,20.0,30,8,1200,"Vitamin B, Vitamin C",No,Yes,Yes
Gongura Pachadi,Andhra Pradesh,Veg,Nuts,150,10,8.0,3,5,500,Vitamin C,No,Yes,Yes
Andhra Chicken Curry,Andhra Pradesh,Non-Veg,Dairy,450,20,35.0,25,2,1100,"Vitamin B, Vitamin C",No,Yes,Yes
Pesarattu,Andhra Pradesh,Veg,None,250,45,10.0,12,2,600,Vitamin B,No,Yes,Yes
Dosa,Andhra Pradesh,Veg,None,200,30,7.0,5,1,400,Vitamin B,Yes,No,Yes
Avakaya,Andhra Pradesh,Veg,None,180,10,8.0,2,6,700,Vitamin C,No,Yes,Yes
Pulled Fish Curry,Andhra Pradesh,Non-Veg,Dairy,350,15,20.0,25,3,900,"Vitamin B, Vitamin C",No,Yes,Yes
Bagara Rice,Andhra Pradesh,Veg,Nuts,500,65,15.0,8,5,950,"Vitamin B, Vitamin C",No,Yes,Yes
Hyderabadi Biryani,Andhra Pradesh,Non-Veg,"Nuts, Dairy",650,75,25.0,35,10,1300,"Vitamin B, Vitamin C",No,Yes,Yes
Chinta Chiguru Pappu,Andhra Pradesh,Veg,None,200,30,5.0,8,2,400,"Vitamin A, Vitamin C",No,Yes,Yes
Kachchi Biryani,Andhra Pradesh,Non-Veg,"Nuts, Dairy",700,80,25.0,30,12,1400,"Vitamin B, Vitamin C",No,Yes,Yes
Kandi Pachadi,Andhra Pradesh,Veg,None,130,15,7.0,5,3,300,Vitamin C,No,Yes,Yes
Brahmin's Lunch,Andhra Pradesh,Veg,Nuts,400,50,12.0,15,8,800,"Vitamin B, Vitamin C",No,Yes,Yes
Curd Rice,Andhra Pradesh,Veg,Dairy,350,45,10.0,12,4,600,"Vitamin B, Vitamin C",No,Yes,Yes
Mutton Curry,Andhra Pradesh,Non-Veg,Dairy,500,20,35.0,25,6,1200,"Vitamin B, Vitamin C",No,Yes,Yes
Pesarattu Dosa,Andhra Pradesh,Veg,None,260,50,12.0,14,3,650,Vitamin B,Yes,No,Yes
Cabbage Curry,Andhra Pradesh,Veg,None,150,20,5.0,4,2,300,Vitamin C,No,Yes,Yes
Gongura Chicken,Andhra Pradesh,Non-Veg,Dairy,450,25,30.0,25,3,1100,"Vitamin B, Vitamin C",No,Yes,Yes
Mango Pachadi,Andhra Pradesh,Veg,None,100,20,5.0,1,6,250,Vitamin C,No,Yes,Yes
Egg Curry,Andhra Pradesh,Non-Veg,Dairy,400,10,30.0,20,2,800,"Vitamin B, Vitamin C",No,Yes,Yes
Ulavacharu,Andhra Pradesh,Veg,None,200,20,8.0,10,4,500,Vitamin C,No,Yes,Yes
Murgh Musallam,Andhra Pradesh,Non-Veg,Dairy,600,25,40.0,30,5,1300,"Vitamin B, Vitamin C",No,Yes,Yes
Vegetable Biryani,Andhra Pradesh,Veg,Nuts,550,70,15.0,10,6,1000,"Vitamin B, Vitamin C",No,Yes,Yes
Sambar,Andhra Pradesh,Veg,None,200,30,8.0,6,4,500,"Vitamin A, Vitamin C",No,Yes,Yes
Chili Chicken,Andhra Pradesh,Non-Veg,Dairy,450,20,30.0,25,7,1000,"Vitamin B, Vitamin C",No,Yes,Yes
Kandipappu,Andhra Pradesh,Veg,None,180,25,5.0,10,3,400,"Vitamin A, Vitamin C",No,Yes,Yes
Dondakaya Fry,Andhra Pradesh,Veg,None,200,15,8.0,4,2,300,Vitamin C,No,Yes,Yes
Shahi Korma,Andhra Pradesh,Non-Veg,"Dairy, Nuts",500,30,35.0,25,8,1100,"Vitamin B, Vitamin C",No,Yes,Yes
Poornalu,Andhra Pradesh,Veg,Nuts,300,50,10.0,6,4,700,"Vitamin B, Vitamin C",No,Yes,Yes
Bendakaya Fry,Andhra Pradesh,Veg,None,150,20,8.0,4,3,350,Vitamin C,No,Yes,Yes
Bhindi Masala,Andhra Pradesh,Veg,None,200,25,10.0,5,2,400,Vitamin C,No,Yes,Yes
Mutton Keema,Andhra Pradesh,Non-Veg,Dairy,500,15,35.0,30,5,1200,"Vitamin B, Vitamin C",No,Yes,Yes
Pappu Charu,Andhra Pradesh,Veg,None,180,20,5.0,7,2,350,Vitamin C,No,Yes,Yes
Chicken Fry,Andhra Pradesh,Non-Veg,Dairy,450,15,25.0,30,5,1000,"Vitamin B, Vitamin C",No,Yes,Yes
Mirchi Bajji,Andhra Pradesh,Veg,None,250,30,15.0,5,4,500,Vitamin C,No,Yes,Yes
Chana Dal Curry,Andhra Pradesh,Veg,None,220,30,6.0,8,3,400,"Vitamin A, Vitamin C",No,Yes,Yes
Fish Fry,Andhra Pradesh,Non-Veg,Dairy,350,15,20.0,25,4,900,"Vitamin B, Vitamin C",No,Yes,Yes
Aloo Curry,Andhra Pradesh,Veg,None,200,25,7.0,4,3,400,Vitamin C,No,Yes,Yes
Pesarattu Upma,Andhra Pradesh,Veg,None,250,40,8.0,12,3,650,Vitamin B,Yes,No,No
Mutton Shorba,Andhra Pradesh,Non-Veg,Dairy,350,10,25.0,20,6,800,"Vitamin B, Vitamin C",No,Yes,Yes
Gutti Vankaya,Andhra Pradesh,Veg,Nuts,220,15,10.0,7,4,500,Vitamin C,No,Yes,Yes
Pulao,Andhra Pradesh,Veg,Nuts,500,65,15.0,10,6,950,"Vitamin B, Vitamin C",No,Yes,Yes
Kobbari Pachadi,Andhra Pradesh,Veg,Nuts,150,10,7.0,2,5,400,Vitamin C,No,Yes,Yes
Chakna,Andhra Pradesh,Veg,Nuts,250,20,10.0,8,4,600,Vitamin B,No,Yes,Yes
Kothimeera Pachadi,Andhra Pradesh,Veg,None,120,10,5.0,2,2,300,Vitamin C,No,Yes,Yes
Beef Curry,Andhra Pradesh,Non-Veg,Dairy,550,20,40.0,35,5,1200,"Vitamin B, Vitamin C",No,Yes,Yes
Vegetable Kurma,Andhra Pradesh,Veg,Nuts,400,50,12.0,10,5,800,"Vitamin B, Vitamin C",No,Yes,Yes
Kobbari Mithai,Andhra Pradesh,Veg,Nuts,300,25,15.0,10,20,600,Vitamin C,No,Yes,Yes
Kura,Andhra Pradesh,Veg,None,180,15,7.0,6,2,400,Vitamin C,No,Yes,Yes
Vankaya Curry,Andhra Pradesh,Veg,None,200,20,10.0,5,3,400,Vitamin C,No,Yes,Yes
Pesarattu Dosa,Andhra Pradesh,Veg,None,270,55,12.0,14,3,650,Vitamin B,Yes,No,Yes
Pulihora Rice,Andhra Pradesh,Veg,Nuts,320,45,12.0,7,5,700,Vitamin C,No,Yes,Yes
Mutton Biryani,Andhra Pradesh,Non-Veg,"Nuts, Dairy",650,75,25.0,35,10,1300,"Vitamin B, Vitamin C",No,Yes,Yes
Pappu,Andhra Pradesh,Veg,None,200,20,5.0,8,2,400,Vitamin C,No,Yes,Yes
Sambar Rice,Andhra Pradesh,Veg,None,350,50,10.0,12,5,600,"Vitamin A, Vitamin C",No,Yes,Yes
Egg Dosa,Andhra Pradesh,Non-Veg,Dairy,400,30,20.0,18,4,800,"Vitamin B, Vitamin C",Yes,No,Yes
Gongura Mutton,Andhra Pradesh,Non-Veg,Dairy,500,20,35.0,30,6,1200,"Vitamin B, Vitamin C",No,Yes,Yes
Chakodi,Andhra Pradesh,Veg,None,250,30,12.0,8,5,600,Vitamin B,No,Yes,Yes
Guttivankaya Kura,Andhra Pradesh,Veg,Nuts,200,15,10.0,5,4,500,Vitamin C,No,Yes,Yes
Chicken Pakora,Andhra Pradesh,Non-Veg,Dairy,350,20,25.0,20,5,900,"Vitamin B, Vitamin C",No,Yes,Yes
Tomato Rice,Andhra Pradesh,Veg,None,300,60,10.0,8,5,700,Vitamin C,No,Yes,Yes
Coriander Rice,Andhra Pradesh,Veg,None,320,50,12.0,7,4,650,Vitamin C,No,Yes,Yes
Mutton Korma,Andhra Pradesh,Non-Veg,Dairy,600,25,35.0,30,6,1200,"Vitamin B, Vitamin C",No,Yes,Yes
Chepala Pulusu,Andhra Pradesh,Non-Veg,Dairy,400,15,25.0,20,4,900,"Vitamin B, Vitamin C",No,Yes,Yes
Onion Uttapam,Andhra Pradesh,Veg,None,300,45,10.0,8,3,600,Vitamin B,Yes,No,No
Masala Dosa,Andhra Pradesh,Veg,None,250,40,10.0,7,2,600,Vitamin B,Yes,No,Yes
Chintakaya Pachadi,Andhra Pradesh,Veg,None,150,15,5.0,2,5,400,Vitamin C,No,Yes,Yes
Tomato Pachadi,Andhra Pradesh,Veg,None,130,12,5.0,2,6,300,Vitamin C,No,Yes,Yes
Vegetable Sambar,Andhra Pradesh,Veg,None,200,25,8.0,5,4,500,"Vitamin A, Vitamin C",No,Yes,Yes
Mutton Keema Curry,Andhra Pradesh,Non-Veg,Dairy,550,15,35.0,30,6,1200,"Vitamin B, Vitamin C",No,Yes,Yes
Kandipappu Kura,Andhra Pradesh,Veg,None,180,20,6.0,10,3,400,Vitamin C,No,Yes,Yes
Methi Thepla,Andhra Pradesh,Veg,None,250,40,12.0,10,4,650,Vitamin C,No,Yes,Yes
Pappu Charu Rice,Andhra Pradesh,Veg,None,200,35,8.0,6,2,400,"Vitamin A, Vitamin C",No,Yes,Yes
Chepala Vepudu,Andhra Pradesh,Non-Veg,Dairy,400,20,25.0,20,4,900,"Vitamin B, Vitamin C",No,Yes,Yes
Vegetable Upma,Andhra Pradesh,Veg,None,250,40,8.0,7,3,600,Vitamin B,Yes,No,No
Bhindi Do Pyaza,Andhra Pradesh,Veg,None,180,20,7.0,5,3,400,Vitamin C,No,Yes,Yes
Mutton Seekh Kebabs,Andhra Pradesh,Non-Veg,Dairy,500,15,35.0,30,5,1100,"Vitamin B, Vitamin C",No,Yes,Yes
Masala Pappu,Andhra Pradesh,Veg,None,180,25,6.0,8,2,400,Vitamin C,No,Yes,Yes
Coconut Chutney,Andhra Pradesh,Veg,Nuts,150,5,12.0,2,4,300,Vitamin C,No,Yes,Yes
Mutton Liver Fry,Andhra Pradesh,Non-Veg,Dairy,400,15,30.0,25,6,1000,"Vitamin B, Vitamin C",No,Yes,Yes
Palak Curry,Andhra Pradesh,Veg,None,200,15,7.0,5,4,400,"Vitamin A, Vitamin C",No,Yes,Yes
Chickpea Salad,Andhra Pradesh,Veg,None,220,30,5.0,10,2,400,Vitamin C,No,Yes,Yes
Hyderabadi Chicken Biryani,Andhra Pradesh,Non-Veg,"Nuts, Dairy",650,70,25.0,35,10,1300,"Vitamin B, Vitamin C",No,Yes,Yes
Nellore Chepala Pulusu,Andhra Pradesh,Non-Veg,Dairy,400,20,30.0,20,4,900,"Vitamin B, Vitamin C",No,Yes,Yes
Tomato Chutney,Andhra Pradesh,Veg,None,100,15,4.0,1,6,250,Vitamin C,No,Yes,Yes
Tandoori Chicken,Andhra Pradesh,Non-Veg,None,500,10,25.0,30,5,1100,"Vitamin B, Vitamin C",No,Yes,Yes
Vegetable Pakoras,Andhra Pradesh,Veg,None,300,25,15.0,8,6,700,Vitamin C,No,Yes,Yes
Kachori,Andhra Pradesh,Veg,Nuts,350,30,20.0,8,12,600,Vitamin C,Yes,No,No
Chicken Kebab,Andhra Pradesh,Non-Veg,Dairy,400,15,25.0,20,4,800,"Vitamin B, Vitamin C",No,Yes,Yes
Veg Korma,Andhra Pradesh,Veg,Nuts,400,50,12.0,10,5,800,"Vitamin B, Vitamin C",No,Yes,Yes
Chicken Biryani,Andhra Pradesh,Non-Veg,"Nuts, Dairy",650,75,25.0,30,10,1300,"Vitamin B, Vitamin C",No,Yes,Yes
Kothimeera Kura,Andhra Pradesh,Veg,None,180,15,6.0,7,2,350,Vitamin C,No,Yes,Yes
Vegetable Korma,Andhra Pradesh,Veg,Nuts,400,50,12.0,10,5,800,"Vitamin B, Vitamin C",No,Yes,Yes
Gongura Mutton Curry,Andhra Pradesh,Non-Veg,Dairy,500,25,35.0,30,5,1100,"Vitamin B, Vitamin C",No,Yes,Yes
Vegetable Curry,Andhra Pradesh,Veg,None,200,25,8.0,5,3,400,Vitamin C,No,Yes,Yes
Chicken Saag,Andhra Pradesh,Non-Veg,Dairy,400,20,25.0,20,5,900,"Vitamin B, Vitamin C",No,Yes,Yes
Rava Kesari,Andhra Pradesh,Veg,Nuts,350,45,15.0,6,20,500,Vitamin C,No,Yes,Yes
Mutton Seekh Kebab,Andhra Pradesh,Non-Veg,Dairy,500,15,35.0,30,6,1100,"Vitamin B, Vitamin C",No,Yes,Yes
Mutton Rogan Josh,Andhra Pradesh,Non-Veg,Dairy,500,20,35.0,30,6,1200,"Vitamin B, Vitamin C",No,Yes,Yes
Palak Paneer,Andhra Pradesh,Veg,Dairy,400,20,25.0,18,5,800,"Vitamin A, Vitamin C",No,Yes,Yes
Coconut Rice,Andhra Pradesh,Veg,None,300,40,12.0,6,4,650,Vitamin C,No,Yes,Yes
Mutton Tikka,Andhra Pradesh,Non-Veg,Dairy,450,15,30.0,25,6,1000,"Vitamin B, Vitamin C",No,Yes,Yes
Veg Samosa,Andhra Pradesh,Veg,None,250,30,15.0,6,4,500,Vitamin C,No,Yes,Yes
Rasam,Andhra Pradesh,Veg,None,150,20,5.0,4,2,350,Vitamin C,No,Yes,Yes
Fish Curry,Andhra Pradesh,Non-Veg,Dairy,400,20,25.0,20,4,800,"Vitamin B, Vitamin C",No,Yes,Yes
Mutton Dum Biryani,Andhra Pradesh,Non-Veg,"Nuts, Dairy",650,70,25.0,30,12,1300,"Vitamin B, Vitamin C",No,Yes,Yes
Bhindi Fry,Andhra Pradesh,Veg,None,200,15,8.0,5,2,350,Vitamin C,No,Yes,Yes
Chepala Pulusu,Andhra Pradesh,Non-Veg,Dairy,400,20,30.0,20,4,900,"Vitamin B, Vitamin C",No,Yes,Yes
Gongura Chicken Curry,Andhra Pradesh,Non-Veg,Dairy,450,25,30.0,25,3,1100,"Vitamin B, Vitamin C",No,Yes,Yes
Vegetable Pulao,Andhra Pradesh,Veg,Nuts,500,65,15.0,10,6,1000,"Vitamin B, Vitamin C",No,Yes,Yes
Chicken Saagwala,Andhra Pradesh,Non-Veg,Dairy,400,20,25.0,20,5,900,"Vitamin B, Vitamin C",No,Yes,Yes
Chicken Curry,Andhra Pradesh,Non-Veg,Dairy,450,20,30.0,25,6,1000,"Vitamin B, Vitamin C",No,Yes,Yes
Palak Chicken,Andhra Pradesh,Non-Veg,Dairy,400,20,25.0,20,5,900,"Vitamin B, Vitamin C",No,Yes,Yes
Chana Masala,Andhra Pradesh,Veg,None,250,40,10.0,8,6,600,Vitamin C,No,Yes,Yes
Rogan Josh,Jammu and Kashmir,non-veg,none,450,12,30.0,35,6,700,"Vitamin B12, Vitamin C",No,Yes,Yes
Yakhni,Jammu and Kashmir,non-veg,none,400,8,25.0,30,5,650,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Pulao,Jammu and Kashmir,veg,nuts,350,60,10.0,10,8,500,"Vitamin A, Vitamin C",No,Yes,Yes
Kahwa,Jammu and Kashmir,vegan,none,70,0,0.0,0,0,0,none,No,Yes,Yes
Gushtaba,Jammu and Kashmir,non-veg,none,500,15,35.0,40,7,800,"Vitamin B12, Vitamin C",No,Yes,Yes
Dum Aloo,Jammu and Kashmir,veg,none,300,20,15.0,10,5,400,"Vitamin A, Vitamin C",No,Yes,Yes
Marchwangan Korma,Jammu and Kashmir,non-veg,nuts,450,14,28.0,35,6,700,"Vitamin B12, Vitamin C",No,Yes,Yes
Paneer Tikka,Jammu and Kashmir,veg,dairy,250,12,15.0,20,4,300,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Rista,Jammu and Kashmir,non-veg,none,480,10,30.0,40,7,750,"Vitamin B12, Vitamin C",No,Yes,Yes
Methi Thepla,Jammu and Kashmir,veg,none,320,55,10.0,8,6,500,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Naan,Jammu and Kashmir,veg,gluten,250,45,5.0,8,2,350,"Vitamin B, Vitamin C",No,Yes,Yes
Pulao,Jammu and Kashmir,veg,none,350,60,8.0,12,7,400,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Chai,Jammu and Kashmir,vegan,none,100,5,3.0,2,0,25,none,No,Yes,Yes
Kashmiri Dum Aloo,Jammu and Kashmir,veg,none,320,45,12.0,8,6,450,"Vitamin A, Vitamin C",No,Yes,Yes
Aloo Gobi,Jammu and Kashmir,veg,none,280,40,10.0,8,5,350,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Kofta,Jammu and Kashmir,veg,dairy,400,20,30.0,20,10,500,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Qeema,Jammu and Kashmir,non-veg,none,500,15,35.0,40,8,750,"Vitamin B12, Vitamin C",No,Yes,Yes
Roti,Jammu and Kashmir,veg,gluten,150,30,1.0,4,0,200,none,No,Yes,Yes
Chaman Kaliya,Jammu and Kashmir,veg,dairy,320,25,15.0,10,8,400,"Vitamin A, Vitamin C",No,Yes,Yes
Zafrani Kebab,Jammu and Kashmir,non-veg,none,450,15,30.0,30,5,650,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Kebab,Jammu and Kashmir,non-veg,none,500,12,35.0,40,7,700,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Mutton Curry,Jammu and Kashmir,non-veg,none,550,20,40.0,45,8,800,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Saag,Jammu and Kashmir,veg,none,300,15,12.0,8,4,250,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Seekh Kebab,Jammu and Kashmir,non-veg,none,400,10,25.0,35,5,600,"Vitamin B12, Vitamin C",No,Yes,Yes
Shami Kebab,Jammu and Kashmir,non-veg,none,450,12,30.0,35,6,700,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Fish Curry,Jammu and Kashmir,non-veg,none,400,15,25.0,30,4,650,"Vitamin B12, Vitamin C",No,Yes,Yes
Samosa,Jammu and Kashmir,veg,gluten,250,30,15.0,10,5,300,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Mushroom Korma,Jammu and Kashmir,veg,none,350,20,10.0,10,7,400,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Chaat,Jammu and Kashmir,veg,none,300,45,15.0,12,5,500,"Vitamin A, Vitamin C",No,Yes,Yes
Vegetable Biryani,Jammu and Kashmir,veg,nuts,400,60,15.0,10,8,550,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Chicken Stew,Jammu and Kashmir,non-veg,none,420,10,25.0,30,6,600,"Vitamin B12, Vitamin C",No,Yes,Yes
Rajma,Jammu and Kashmir,veg,none,350,50,10.0,8,6,400,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Bread,Jammu and Kashmir,veg,gluten,200,40,2.0,6,2,300,"Vitamin B, Vitamin C",No,Yes,Yes
Chicken Pulao,Jammu and Kashmir,non-veg,none,400,60,15.0,15,8,600,"Vitamin B12, Vitamin C",No,Yes,Yes
Goshtaba Korma,Jammu and Kashmir,non-veg,none,500,20,35.0,40,9,750,"Vitamin B12, Vitamin C",No,Yes,Yes
